student_id,last_name,first_name,sex,age,college,course,year_level,scholarship_type,gpa,monthly_income,scholarship_status
CSU-2024-1624,Griffith,Todd,Male,20.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,LGU Sponsored,3.7,73233,Revoked
CSU-2024-1625,Evans,Jessica,Female,17.0,College Of Engineering And Geosciences,BS Civil Engineering,4,None,2.53,137054,Warning
CSU-2024-1626,Pham,Michael,Male,26.0,"College Of Management, Economics, And Business",BS Economics,1,None,1.34,93913,Active
CSU-2024-1627,Cherry,Ryan,Male,23.0,College Of Computing And Information Sciences,BS Computer Science,4,DOST SEI,2.57,39581,Warning
CSU-2024-1628,Day,Elizabeth,Female,19.0,College Of Arts And Sciences,BS Mathematics,2,None,3.82,88182,Revoked
CSU-2024-1629,Nguyen,Terri,Female,18.0,College Of Computing And Information Sciences,BS Information Technology,3,None,3.52,42170,Revoked
CSU-2024-1630,Castro,Micheal,Male,25.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,CHED UniFAST,3.8,35629,Revoked
CSU-2024-1631,Alexander,Thomas,Male,26.0,College Of Computing And Information Sciences,BS Information Technology,2,None,2.42,16576,Active
CSU-2024-1632,Mcknight,Donna,Female,23.0,College Of Arts And Sciences,BS Biology,3,CHED UniFAST,2.33,135865,Active
CSU-2024-1633,Mendoza,Christopher,Male,24.0,College Of Arts And Sciences,BS Mathematics,3,CHED UniFAST,1.79,99527,Active
CSU-2024-1634,Franco,Shawn,Male,18.0,College Of Computing And Information Sciences,BS Information Systems,4,CHED UniFAST,4.03,79167,Revoked
CSU-2024-1635,Davis,Aaron,Male,18.0,College Of Computing And Information Sciences,BS Information Systems,3,None,3.13,74142,Revoked
CSU-2024-1636,Larson,Amanda,Female,24.0,College Of Education,Bachelor of Elementary Education,1,CHED UniFAST,4.06,119235,Revoked
CSU-2024-1637,Higgins,Kimberly,Female,22.0,College Of Engineering And Geosciences,BS Civil Engineering,3,DOST SEI,1.53,87717,Active
CSU-2024-1638,Graves,Brett,Male,17.0,College Of Computing And Information Sciences,BS Computer Science,2,None,4.25,44653,Revoked
CSU-2024-1639,Lindsey,Rachel,Female,24.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,2.87,18951,Warning
CSU-2024-1640,Lawrence,Katie,Female,19.0,College Of Computing And Information Sciences,BS Information Technology,1,DOST SEI,2.82,43960,Warning
CSU-2024-1641,Khan,Kari,Female,22.0,College Of Education,Bachelor of Elementary Education,4,None,3.74,65256,Revoked
CSU-2024-1642,Ruiz,Jesus,Male,17.0,College Of Engineering And Geosciences,BS Civil Engineering,2,CHED UniFAST,4.07,14401,Revoked
CSU-2024-1643,Sullivan,Bonnie,Female,19.0,College Of Arts And Sciences,BS Mathematics,4,None,1.93,73216,Active
CSU-2024-1644,Hill,Jimmy,Male,24.0,College Of Arts And Sciences,BS Biology,4,CHED UniFAST,1.9,127456,Active
CSU-2024-1645,Bailey,Jonathan,Male,18.0,College Of Education,Bachelor of Elementary Education,3,None,4.44,35415,Revoked
CSU-2024-1646,Murphy,Steven,Male,22.0,College Of Computing And Information Sciences,BS Information Systems,1,DOST SEI,2.03,15693,Active
CSU-2024-1647,Ball,Mary,Female,23.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,None,2.45,98459,Active
CSU-2024-1648,West,Timothy,Male,17.0,College Of Arts And Sciences,BA Communication,2,LGU Sponsored,1.73,124998,Active
CSU-2024-1649,Mack,Jeffrey,Male,18.0,College Of Education,Bachelor of Elementary Education,4,DOST SEI,4.67,34488,Revoked
CSU-2024-1650,Fuller,Thomas,Male,25.0,"College Of Management, Economics, And Business",BS Accountancy,2,LGU Sponsored,4.16,37415,Revoked
CSU-2024-1651,Campbell,Joe,Male,18.0,College Of Education,Bachelor of Elementary Education,4,DOST SEI,2.81,29530,Warning
CSU-2024-1652,Parsons,John,Male,24.0,College Of Arts And Sciences,BS Mathematics,4,DOST SEI,1.12,79479,Active
CSU-2024-1653,Miller,Joshua,Male,23.0,College Of Education,Bachelor of Secondary Education,4,CHED UniFAST,2.9,49117,Warning
CSU-2024-1654,Johnson,Benjamin,Male,26.0,College Of Arts And Sciences,BS Biology,3,None,2.41,60678,Active
CSU-2024-1655,Holland,Sara,Female,22.0,College Of Arts And Sciences,BS Biology,3,None,2.84,142891,Warning
CSU-2024-1656,Miller,Sandra,Female,25.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,None,1.68,114161,Active
CSU-2024-1657,Andrade,Tammy,Female,18.0,"College Of Management, Economics, And Business",BS Economics,1,None,4.07,69528,Revoked
CSU-2024-1658,Hernandez,Amber,Female,22.0,College Of Engineering And Geosciences,BS Civil Engineering,3,LGU Sponsored,3.3,29721,Revoked
CSU-2024-1659,Ward,Shawn,Male,17.0,"College Of Management, Economics, And Business",BS Economics,2,LGU Sponsored,1.41,11805,Active
CSU-2024-1660,Davis,Lisa,Female,26.0,College Of Education,Bachelor of Secondary Education,2,CHED UniFAST,4.27,36979,Revoked
CSU-2024-1661,Trevino,Maria,Female,20.0,College Of Education,Bachelor of Secondary Education,3,CHED UniFAST,1.43,102926,Active
CSU-2024-1662,Adams,David,Male,24.0,College Of Education,Bachelor of Secondary Education,4,None,3.22,89813,Revoked
CSU-2024-1663,Valenzuela,Kristie,Female,17.0,College Of Arts And Sciences,BS Biology,1,LGU Sponsored,4.17,12569,Revoked
CSU-2024-1664,Humphrey,Aaron,Male,26.0,College Of Education,Bachelor of Elementary Education,2,None,2.84,125647,Warning
CSU-2024-1665,Garcia,Amy,Female,26.0,College Of Engineering And Geosciences,BS Civil Engineering,3,LGU Sponsored,3.36,124027,Revoked
CSU-2024-1666,Reyes,Chad,Male,21.0,College Of Education,Bachelor of Elementary Education,4,None,3.48,6521,Revoked
CSU-2024-1667,Hernandez,Jeffrey,Male,19.0,"College Of Management, Economics, And Business",BS Accountancy,4,None,1.64,16494,Active
CSU-2024-1668,Benson,Kathleen,Female,25.0,College Of Arts And Sciences,BS Mathematics,2,CHED UniFAST,2.93,90174,Warning
CSU-2024-1669,Smith,Sandra,Female,22.0,College Of Arts And Sciences,BA Communication,2,None,1.26,60408,Active
CSU-2024-1670,Patterson,Christine,Female,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,LGU Sponsored,1.83,79174,Active
CSU-2024-1671,Lambert,Samantha,Female,25.0,College Of Arts And Sciences,BA Communication,3,None,3.78,19558,Revoked
CSU-2024-1672,Cline,Matthew,Male,17.0,College Of Education,Bachelor of Secondary Education,4,CHED UniFAST,4.14,148433,Revoked
CSU-2024-1673,Cox,Susan,Female,19.0,College Of Computing And Information Sciences,BS Computer Science,3,None,3.27,29261,Revoked
CSU-2024-1674,Newman,Patricia,Female,20.0,College Of Engineering And Geosciences,BS Civil Engineering,1,DOST SEI,3.18,71889,Revoked
CSU-2024-1675,Palmer,Reginald,Male,25.0,College Of Education,Bachelor of Secondary Education,4,CHED UniFAST,1.69,67935,Active
CSU-2024-1676,Fox,Reginald,Male,23.0,"College Of Management, Economics, And Business",BS Economics,4,DOST SEI,3.68,28380,Revoked
CSU-2024-1677,Rivas,Thomas,Male,17.0,"College Of Management, Economics, And Business",BS Economics,3,CHED UniFAST,4.72,59584,Revoked
CSU-2024-1678,Mckenzie,Carol,Female,26.0,College Of Education,Bachelor of Secondary Education,2,None,4.35,106843,Revoked
CSU-2024-1679,Mccarthy,Crystal,Female,22.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,CHED UniFAST,3.37,79694,Revoked
CSU-2024-1680,Johnson,Brent,Male,23.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,DOST SEI,2.3,36615,Active
CSU-2024-1681,Gardner,James,Male,19.0,College Of Arts And Sciences,BS Mathematics,3,CHED UniFAST,1.39,133672,Active
CSU-2024-1682,Butler,Christopher,Male,19.0,College Of Education,Bachelor of Secondary Education,3,LGU Sponsored,2.78,86291,Warning
CSU-2024-1683,Bolton,Lisa,Female,24.0,College Of Arts And Sciences,BA Communication,3,CHED UniFAST,2.23,99121,Active
CSU-2024-1684,Jones,William,Male,19.0,"College Of Management, Economics, And Business",BS Economics,1,None,2.62,101326,Warning
CSU-2024-1685,Robertson,Amanda,Female,18.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,CHED UniFAST,3.39,133351,Revoked
CSU-2024-1686,Schultz,Rachel,Female,22.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,CHED UniFAST,4.26,106735,Revoked
CSU-2024-1687,Coleman,Pamela,Female,25.0,College Of Arts And Sciences,BA Communication,1,CHED UniFAST,4.28,75380,Revoked
CSU-2024-1688,Vargas,Anthony,Male,26.0,"College Of Management, Economics, And Business",BS Accountancy,2,None,2.98,28651,Warning
CSU-2024-1689,Davis,David,Male,23.0,"College Of Management, Economics, And Business",BS Accountancy,3,LGU Sponsored,3.64,101530,Revoked
CSU-2024-1690,Oliver,Carrie,Female,25.0,"College Of Management, Economics, And Business",BS Business Administration,4,LGU Sponsored,1.87,118798,Active
CSU-2024-1691,Dean,David,Male,22.0,"College Of Management, Economics, And Business",BS Economics,1,None,1.56,29365,Active
CSU-2024-1692,Herrera,Christian,Male,18.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,None,3.32,139569,Revoked
CSU-2024-1693,Elliott,Jennifer,Female,18.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,LGU Sponsored,3.54,126510,Revoked
CSU-2024-1694,Smith,Jose,Male,17.0,College Of Education,Bachelor of Secondary Education,4,None,4.03,45650,Revoked
CSU-2024-1695,Miller,Michael,Male,17.0,College Of Computing And Information Sciences,BS Computer Science,2,None,1.6,143222,Active
CSU-2024-1696,Callahan,Tyler,Male,21.0,College Of Arts And Sciences,BS Biology,4,DOST SEI,3.13,81206,Revoked
CSU-2024-1697,Lawrence,Mary,Female,17.0,College Of Education,Bachelor of Elementary Education,4,None,3.46,119650,Revoked
CSU-2024-1698,Schultz,Brian,Male,26.0,College Of Arts And Sciences,BS Biology,1,None,1.78,130202,Active
CSU-2024-1699,King,Luis,Male,21.0,College Of Computing And Information Sciences,BS Information Technology,3,None,3.73,43956,Revoked
CSU-2024-1700,Odom,Heather,Female,23.0,"College Of Management, Economics, And Business",BS Accountancy,1,LGU Sponsored,2.2,83750,Active
CSU-2024-1701,Garza,Jacob,Male,23.0,College Of Arts And Sciences,BS Biology,3,None,4.18,142125,Revoked
CSU-2024-1702,Beck,Sherry,Female,17.0,College Of Engineering And Geosciences,BS Electrical Engineering,2,CHED UniFAST,2.22,82458,Active
CSU-2024-1703,Pierce,Debra,Female,25.0,College Of Computing And Information Sciences,BS Information Systems,1,DOST SEI,4.77,149439,Revoked
CSU-2024-1704,Reese,Julie,Female,25.0,"College Of Management, Economics, And Business",BS Business Administration,2,CHED UniFAST,3.87,16821,Revoked
CSU-2024-1705,Williams,Michelle,Female,20.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,4.96,138864,Revoked
CSU-2024-1706,Williams,Alisha,Female,25.0,College Of Arts And Sciences,BS Biology,1,CHED UniFAST,1.03,113270,Active
CSU-2024-1707,Rivera,Scott,Male,20.0,College Of Computing And Information Sciences,BS Information Technology,4,None,4.95,126806,Revoked
CSU-2024-1708,Clarke,Calvin,Male,18.0,"College Of Management, Economics, And Business",BS Business Administration,3,None,4.39,98181,Revoked
CSU-2024-1709,Simpson,Heather,Female,24.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,2.18,26435,Active
CSU-2024-1710,Bell,Christopher,Male,26.0,"College Of Management, Economics, And Business",BS Economics,3,None,2.48,34867,Active
CSU-2024-1711,Monroe,Derrick,Male,22.0,College Of Education,Bachelor of Secondary Education,2,None,3.2,52068,Revoked
CSU-2024-1712,Turner,Amber,Female,19.0,College Of Education,Bachelor of Elementary Education,3,None,1.0,108011,Active
CSU-2024-1713,Diaz,Rita,Female,21.0,College Of Education,Bachelor of Elementary Education,4,LGU Sponsored,3.24,26834,Revoked
CSU-2024-1714,Peterson,Joseph,Male,21.0,College Of Engineering And Geosciences,BS Mechanical Engineering,2,None,1.44,83026,Active
CSU-2024-1715,Hoffman,Christian,Male,18.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,None,2.13,124275,Active
CSU-2024-1716,Perez,Jessica,Female,26.0,College Of Computing And Information Sciences,BS Information Systems,2,None,1.12,74487,Active
CSU-2024-1717,Molina,Latoya,Female,19.0,College Of Arts And Sciences,BS Mathematics,3,DOST SEI,2.73,54071,Warning
CSU-2024-1718,Pratt,Angela,Female,19.0,College Of Arts And Sciences,BA Communication,4,LGU Sponsored,3.36,53519,Revoked
CSU-2024-1719,Parks,Brianna,Female,25.0,College Of Computing And Information Sciences,BS Information Technology,1,None,2.27,72978,Active
CSU-2024-1720,West,Willie,Male,25.0,College Of Arts And Sciences,BA Communication,2,DOST SEI,2.53,118717,Warning
CSU-2024-1721,Davis,Micheal,Male,24.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,CHED UniFAST,2.53,6532,Warning
CSU-2024-1722,Peters,Anthony,Male,21.0,College Of Education,Bachelor of Secondary Education,3,CHED UniFAST,3.18,35586,Revoked
CSU-2024-1723,Martin,Shelley,Female,23.0,College Of Engineering And Geosciences,BS Mechanical Engineering,4,None,1.69,50019,Active
CSU-2024-1724,Mendoza,Ashley,Female,18.0,College Of Computing And Information Sciences,BS Computer Science,3,None,1.56,125628,Active
CSU-2024-1725,Tucker,Brian,Male,23.0,"College Of Management, Economics, And Business",BS Economics,4,DOST SEI,3.22,132591,Revoked
CSU-2024-1726,Cannon,Chloe,Female,23.0,College Of Computing And Information Sciences,BS Information Systems,2,LGU Sponsored,4.7,99562,Revoked
CSU-2024-1727,Allen,Amber,Female,24.0,"College Of Management, Economics, And Business",BS Accountancy,1,LGU Sponsored,2.67,84339,Warning
CSU-2024-1728,Brown,Ryan,Male,20.0,College Of Engineering And Geosciences,BS Electrical Engineering,1,LGU Sponsored,2.15,37791,Active
CSU-2024-1729,Hall,Brian,Male,19.0,"College Of Management, Economics, And Business",BS Business Administration,2,DOST SEI,4.49,8637,Revoked
CSU-2024-1730,Martinez,Kevin,Male,23.0,College Of Computing And Information Sciences,BS Information Systems,3,None,1.54,34337,Active
CSU-2024-1731,French,Wendy,Female,20.0,College Of Education,Bachelor of Elementary Education,2,None,1.29,54341,Active
CSU-2024-1732,Lopez,Charles,Male,17.0,College Of Education,Bachelor of Secondary Education,2,LGU Sponsored,1.06,59848,Active
CSU-2024-1733,Scott,Justin,Male,26.0,College Of Engineering And Geosciences,BS Civil Engineering,2,CHED UniFAST,3.89,43051,Revoked
CSU-2024-1734,Ramirez,Brandy,Female,26.0,"College Of Management, Economics, And Business",BS Business Administration,1,None,3.63,119239,Revoked
CSU-2024-1735,Perez,Donald,Male,24.0,"College Of Management, Economics, And Business",BS Business Administration,4,None,1.34,27568,Active
CSU-2024-1736,Thomas,Caitlin,Female,26.0,College Of Engineering And Geosciences,BS Civil Engineering,2,None,3.57,126484,Revoked
CSU-2024-1737,Miles,Megan,Female,19.0,College Of Engineering And Geosciences,BS Mechanical Engineering,3,None,4.44,129253,Revoked
CSU-2024-1738,Figueroa,Erik,Male,20.0,College Of Arts And Sciences,BA Communication,4,DOST SEI,3.78,10719,Revoked
CSU-2024-1739,Thompson,Nicholas,Male,25.0,College Of Computing And Information Sciences,BS Computer Science,4,None,3.49,48543,Revoked
CSU-2024-1740,Mccormick,Richard,Male,24.0,College Of Arts And Sciences,BS Biology,1,None,3.04,121723,Revoked
CSU-2024-1741,Wagner,Marcus,Male,18.0,College Of Arts And Sciences,BA Communication,4,None,4.28,128598,Revoked
CSU-2024-1742,Simon,Eric,Male,23.0,College Of Arts And Sciences,BA Communication,4,DOST SEI,2.42,122837,Active
CSU-2024-1743,Cox,Kathleen,Female,20.0,College Of Computing And Information Sciences,BS Information Systems,4,None,1.74,57779,Active
CSU-2024-1744,Powers,Scott,Male,23.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,3.42,107690,Revoked
CSU-2024-1745,Davidson,Ashley,Female,26.0,College Of Engineering And Geosciences,BS Civil Engineering,4,CHED UniFAST,2.99,92516,Warning
CSU-2024-1746,Jones,Jacob,Male,26.0,College Of Computing And Information Sciences,BS Information Systems,1,LGU Sponsored,3.92,31912,Revoked
CSU-2024-1747,Gonzalez,Lisa,Female,23.0,College Of Education,Bachelor of Secondary Education,3,CHED UniFAST,3.01,113969,Revoked
CSU-2024-1748,Williams,Dawn,Female,25.0,College Of Education,Bachelor of Elementary Education,4,LGU Sponsored,4.71,81224,Revoked
CSU-2024-1749,Blake,Holly,Female,20.0,College Of Arts And Sciences,BS Mathematics,4,LGU Sponsored,2.47,132794,Active
CSU-2024-1750,Green,Casey,Male,22.0,College Of Arts And Sciences,BS Mathematics,4,CHED UniFAST,4.91,132428,Revoked
CSU-2024-1751,Wiggins,Amanda,Female,23.0,"College Of Management, Economics, And Business",BS Economics,2,None,2.93,65792,Warning
CSU-2024-1752,Baker,Paul,Male,24.0,College Of Computing And Information Sciences,BS Information Systems,2,CHED UniFAST,2.47,143492,Active
CSU-2024-1753,Brown,Gina,Female,25.0,College Of Arts And Sciences,BS Mathematics,1,CHED UniFAST,3.32,115625,Revoked
CSU-2024-1754,Gross,James,Male,24.0,College Of Computing And Information Sciences,BS Computer Science,4,CHED UniFAST,1.32,21648,Active
CSU-2024-1755,Nelson,Stephanie,Female,22.0,"College Of Management, Economics, And Business",BS Business Administration,1,None,3.92,114350,Revoked
CSU-2024-1756,Hernandez,Michael,Male,19.0,College Of Education,Bachelor of Elementary Education,4,DOST SEI,4.93,35655,Revoked
CSU-2024-1757,Hampton,Brittany,Female,20.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,None,4.12,95902,Revoked
CSU-2024-1758,Walker,Brian,Male,26.0,College Of Arts And Sciences,BA Communication,2,None,3.07,119355,Revoked
CSU-2024-1759,Brown,Jeffrey,Male,19.0,"College Of Management, Economics, And Business",BS Business Administration,1,None,4.56,47292,Revoked
CSU-2024-1760,Rocha,Tiffany,Female,23.0,College Of Education,Bachelor of Elementary Education,2,LGU Sponsored,1.98,55384,Active
CSU-2024-1761,Austin,Sue,Female,25.0,College Of Computing And Information Sciences,BS Computer Science,3,DOST SEI,3.52,95137,Revoked
CSU-2024-1762,Oliver,William,Male,24.0,"College Of Management, Economics, And Business",BS Business Administration,4,LGU Sponsored,4.84,65844,Revoked
CSU-2024-1763,Harris,Janet,Female,25.0,"College Of Management, Economics, And Business",BS Business Administration,1,LGU Sponsored,3.74,93906,Revoked
CSU-2024-1764,Cruz,Margaret,Female,18.0,College Of Arts And Sciences,BS Mathematics,3,None,4.19,39382,Revoked
CSU-2024-1765,Hill,Jacqueline,Female,23.0,College Of Arts And Sciences,BS Mathematics,4,None,3.45,107333,Revoked
CSU-2024-1766,White,Tina,Female,26.0,"College Of Management, Economics, And Business",BS Accountancy,1,LGU Sponsored,3.14,99438,Revoked
CSU-2024-1767,Gonzalez,Kerri,Female,20.0,"College Of Management, Economics, And Business",BS Business Administration,2,None,2.88,47474,Warning
CSU-2024-1768,West,James,Male,21.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,3.05,79044,Revoked
CSU-2024-1769,Bush,Juan,Male,25.0,College Of Education,Bachelor of Elementary Education,2,LGU Sponsored,3.3,131586,Revoked
CSU-2024-1770,Allen,Elizabeth,Female,19.0,"College Of Management, Economics, And Business",BS Business Administration,2,LGU Sponsored,2.68,50427,Warning
CSU-2024-1771,Cox,Robert,Male,21.0,College Of Engineering And Geosciences,BS Civil Engineering,2,CHED UniFAST,4.84,45976,Revoked
CSU-2024-1772,Hamilton,Amanda,Female,19.0,College Of Engineering And Geosciences,BS Mechanical Engineering,1,CHED UniFAST,2.18,31451,Active
CSU-2024-1773,Ramirez,Lindsey,Female,26.0,College Of Computing And Information Sciences,BS Information Systems,1,None,1.67,134427,Active
CSU-2024-1774,Baker,Kristy,Female,22.0,College Of Arts And Sciences,BS Biology,3,LGU Sponsored,3.78,66530,Revoked
CSU-2024-1775,Johnson,Gina,Female,19.0,College Of Arts And Sciences,BS Mathematics,3,DOST SEI,4.0,17333,Revoked
CSU-2024-1776,Baker,Bryan,Male,25.0,College Of Arts And Sciences,BS Biology,4,LGU Sponsored,4.14,99053,Revoked
CSU-2024-1777,Vaughn,Briana,Female,23.0,College Of Arts And Sciences,BS Biology,2,LGU Sponsored,1.25,98596,Active
CSU-2024-1778,Jackson,Martha,Female,22.0,College Of Computing And Information Sciences,BS Information Systems,1,CHED UniFAST,2.89,50800,Warning
CSU-2024-1779,Campbell,Robert,Male,22.0,College Of Engineering And Geosciences,BS Electrical Engineering,3,None,1.68,21689,Active
CSU-2024-1780,Jones,Molly,Female,20.0,"College Of Management, Economics, And Business",BS Business Administration,3,LGU Sponsored,1.21,117884,Active
CSU-2024-1781,Ballard,Marisa,Female,19.0,College Of Arts And Sciences,BS Mathematics,4,DOST SEI,4.96,64425,Revoked
CSU-2024-1782,Everett,Nicole,Female,23.0,College Of Education,Bachelor of Elementary Education,3,LGU Sponsored,3.95,63745,Revoked
CSU-2024-1783,Singh,Thomas,Male,18.0,College Of Arts And Sciences,BS Biology,3,None,2.15,72586,Active
CSU-2024-1784,Kaufman,Julie,Female,20.0,College Of Arts And Sciences,BS Mathematics,2,None,1.33,98124,Active
CSU-2024-1785,Miller,Jonathan,Male,19.0,College Of Engineering And Geosciences,BS Electrical Engineering,4,LGU Sponsored,3.02,75121,Revoked
CSU-2024-1786,Walker,Kimberly,Female,24.0,College Of Arts And Sciences,BA Communication,3,CHED UniFAST,4.14,140105,Revoked
CSU-2024-1787,Gates,Ashley,Female,18.0,College Of Arts And Sciences,BS Biology,2,CHED UniFAST,1.53,18217,Active
CSU-2024-1788,Wagner,Miguel,Male,24.0,"College Of Management, Economics, And Business",BS Accountancy,3,CHED UniFAST,2.12,124835,Active
CSU-2024-1789,Brooks,Julie,Female,22.0,"College Of Management, Economics, And Business",BS Economics,1,DOST SEI,4.43,32758,Revoked
CSU-2024-1790,Harding,William,Male,26.0,"College Of Management, Economics, And Business",BS Economics,2,None,3.97,16002,Revoked
CSU-2024-1791,Smith,Lisa,Female,25.0,"College Of Management, Economics, And Business",BS Accountancy,4,None,1.7,48790,Active
CSU-2024-1792,Torres,Diane,Female,26.0,College Of Education,Bachelor of Secondary Education,3,LGU Sponsored,3.37,58840,Revoked
CSU-2024-1793,Kelly,Dawn,Female,23.0,College Of Engineering And Geosciences,BS Civil Engineering,4,None,3.64,46165,Revoked
CSU-2024-1794,Taylor,Michael,Male,22.0,College Of Computing And Information Sciences,BS Computer Science,2,DOST SEI,4.23,120741,Revoked
CSU-2024-1795,Rivera,Melissa,Female,26.0,"College Of Management, Economics, And Business",BS Economics,4,CHED UniFAST,4.13,31029,Revoked
CSU-2024-1796,Snow,Sherry,Female,23.0,College Of Education,Bachelor of Elementary Education,2,CHED UniFAST,2.94,100351,Warning
CSU-2024-1797,Gonzalez,Joshua,Male,21.0,College Of Computing And Information Sciences,BS Computer Science,1,CHED UniFAST,4.2,41116,Revoked
CSU-2024-1798,Stephenson,Thomas,Male,18.0,College Of Education,Bachelor of Secondary Education,4,LGU Sponsored,1.13,57924,Active
CSU-2024-1799,Donaldson,Edward,Male,18.0,College Of Computing And Information Sciences,BS Information Technology,3,None,4.94,113986,Revoked
